date,close,high,low,open,quoteVolume,volume,weightedAverage
2016-10-04 19:30:00,13.0,0.33,13.0,0.33,1.0,13.0,13.0
2016-10-04 19:45:00,10.7000001,12.7000001,10.7000001,12.7000001,55.4859655,654.97948444,11.80441718
2016-10-04 20:00:00,8.00000004,10.071,8.00000004,10.071,284.94539927,2741.45264641,9.62097529
2016-10-04 20:15:00,10.67999939,10.99999995,10.67999938,10.99999995,33.01313891,360.85939506,10.9307811
2016-10-04 20:30:00,10.67999939,10.67999939,10.67999939,10.67999939,0.0,0.0,10.67999939
2016-10-04 20:45:00,10.67999939,10.67999939,10.67999939,10.67999939,0.0,0.0,10.67999939
2016-10-04 21:00:00,10.39995737,10.39995873,10.39995737,10.39995873,2.1463885,22.32234909,10.39995746
2016-10-04 21:15:00,10.39995237,10.39995237,10.39995237,10.39995237,0.02622157,0.27270307,10.39995237
2016-10-04 21:30:00,10.3999404,10.3999404,10.3999404,10.3999404,5.08344262,52.86750027,10.3999404
2016-10-04 21:45:00,10.3999404,10.3999404,10.3999404,10.3999404,0.0,0.0,10.3999404
2016-10-04 22:00:00,10.3999404,10.3999404,10.3999404,10.3999404,0.0,0.0,10.3999404
2016-10-04 22:15:00,8.91501247,9.53012398,8.91501247,9.53012398,1.64552082,14.80548332,8.99744515
2016-10-04 22:30:00,8.55001441,9.530114619999999,8.55001354,9.01029472,14.2625285,128.4387069,9.00532517
2016-10-04 22:45:00,8.0,8.5500179,8.0,8.55001491,1203.09810686,9788.89177409,8.1364036
2016-10-04 23:00:00,6.60000951,8.49735982,6.60000951,8.49735982,25.36879205,169.33593453,6.67497034
2016-10-04 23:15:00,6.60000951,6.60000951,6.60000951,6.60000951,0.0,0.0,6.60000951
2016-10-04 23:30:00,8.49726349,8.49726349,8.49726348,8.49726348,9.3886,79.77740796,8.49726348
2016-10-04 23:45:00,7.93820963,8.00000001,7.82389209,7.82389354,795.21746884,6314.17508536,7.94018659
2016-10-05 00:00:00,7.85,7.85,7.82388073,7.82388484,228.24552191,1785.98865805,7.82485738
