date,close,high,low,open,quoteVolume,volume,weightedAverage
2017-09-14 18:45:00,0.1,0.1,0.1,0.1,17.26049633,1.72604963,0.1
2017-09-14 19:00:00,0.00609995,0.25,0.0045000000000000005,0.1,1036.99843215,11.33970343,0.01093512
2017-09-14 19:15:00,0.0044,0.00609996,0.0035,0.00609995,4518.45063322,18.63701687,0.00412464
2017-09-14 19:30:00,0.0035,0.0044,0.0035,0.0044,4550.69442381,18.57312889,0.00408138
2017-09-14 19:45:00,0.00409799,0.0043,0.00342814,0.00363291,4028.2117827,15.68083229,0.00389275
2017-09-14 20:00:00,0.0038899900000000003,0.00409799,0.003767,0.00409797,2567.21399901,10.22959656,0.0039847
2017-09-14 20:15:00,0.00403584,0.004055,0.003686,0.0038899900000000003,3008.89153782,11.51808599,0.00382801
2017-09-14 20:30:00,0.00377999,0.00403584,0.00352729,0.00400001,2183.8448195,8.07509943,0.0036976500000000002
2017-09-14 20:45:00,0.00434,0.00434,0.0036100000000000004,0.00377999,3176.99202521,12.64038656,0.00397872
2017-09-14 21:00:00,0.0052485200000000004,0.00547,0.00415002,0.00423336,6422.95214377,29.8902678,0.0046536600000000004
2017-09-14 21:15:00,0.0046,0.005880000000000001,0.00459999,0.00523,6568.19176664,32.504580250000004,0.00494878
2017-09-14 21:30:00,0.00436,0.0047799800000000005,0.004200000000000001,0.0046,3942.15020168,17.54549292,0.00445074
2017-09-14 21:45:00,0.0043282600000000004,0.00435004,0.003822,0.004350000000000001,3295.18990331,13.31138173,0.00403964
2017-09-14 22:00:00,0.00398,0.0043,0.00372,0.00429999,2253.27908584,8.88593982,0.00394355
2017-09-14 22:15:00,0.00379994,0.00404001,0.0037078999999999997,0.00389245,1163.71667919,4.41744689,0.00379598
2017-09-14 22:30:00,0.00369542,0.004066,0.0035800000000000003,0.00379979,2618.0565854,9.61465526,0.00367243
2017-09-14 22:45:00,0.00349884,0.00370001,0.0033799900000000003,0.00370001,2767.79425991,9.78338442,0.00353472
2017-09-14 23:00:00,0.0034555999999999996,0.00370002,0.0032451999999999997,0.00349872,1146.10089474,3.9823759,0.00347471
2017-09-14 23:15:00,0.0034100000000000003,0.00359998,0.0032600000000000003,0.00359998,508.17731113,1.74201369,0.00342796
2017-09-14 23:30:00,0.00334999,0.00350001,0.0032519999999999997,0.0034100000000000003,1084.67476421,3.70786137,0.0034184
2017-09-14 23:45:00,0.00349898,0.00352775,0.0032500000000000003,0.00334999,889.24474697,2.96959966,0.0033394600000000003
2017-09-15 00:00:00,0.0034999,0.0035,0.0034100000000000003,0.003499,130.43289986,0.45196489,0.00346511
2017-09-15 00:15:00,0.00368,0.0036999900000000002,0.003499,0.00349989,532.34865048,1.92228164,0.00361094
2017-09-15 00:30:00,0.00352849,0.00361897,0.00334999,0.00358646,755.58630355,2.64979858,0.00350694
2017-09-15 00:45:00,0.0038436200000000003,0.0039000000000000003,0.00352165,0.00352806,799.10067509,3.0009138,0.00375536
2017-09-15 01:00:00,0.00344208,0.00389997,0.0034300000000000003,0.00389991,764.81597622,2.7602757,0.0036090700000000002
2017-09-15 01:15:00,0.00380999,0.00385,0.00344208,0.00344208,934.82698384,3.42827533,0.00366728
2017-09-15 01:30:00,0.00365207,0.0039000000000000003,0.0036509999999999997,0.0038100000000000005,1323.26329106,5.0566634,0.0038213500000000003
2017-09-15 01:45:00,0.00373999,0.0037538800000000002,0.0036500000000000005,0.00365209,356.08061576,1.31569439,0.00369493
2017-09-15 02:00:00,0.00375362,0.00375362,0.0036500000000000005,0.00373999,271.86053011,0.99919674,0.0036753999999999997
2017-09-15 02:15:00,0.00365001,0.00375363,0.00365001,0.0037535999999999997,517.54810206,1.9068373200000002,0.0036843600000000002
2017-09-15 02:30:00,0.0034000999999999997,0.00367382,0.00340001,0.00367382,727.60249233,2.5464742300000003,0.00349981
2017-09-15 02:45:00,0.0036500000000000005,0.0036500000000000005,0.0034000999999999997,0.00341467,231.30747732,0.83350875,0.00360346
