Date,Open,High,Low,Close,Adj Close,Volume
2017-01-30,183.899994,185.5,180.220001,185.119995,184.689697,314700
2017-01-31,184.100006,186.190002,183.610001,185.389999,184.959091,329800
2017-02-01,185.229996,189.059998,183.179993,188.580002,188.141647,401400
2017-02-02,188.580002,191.770004,187.25,188.619995,188.18156399999998,422900
2017-02-03,190.169998,190.699997,189.03999299999998,190.149994,189.707993,186600
2017-02-06,189.16000400000001,191.970001,189.149994,191.740005,191.29431200000002,215700
2017-02-07,192.130005,193.690002,190.440002,191.610001,191.164612,362400
2017-02-08,191.869995,193.03999299999998,190.470001,191.850006,191.404053,302000
2017-02-09,191.229996,193.440002,190.580002,191.71000700000002,191.264404,368400
2017-02-10,191.75,195.470001,191.190002,195.279999,194.82608000000002,477400
2017-02-13,196.0,196.949997,194.41000400000001,195.119995,194.666443,337400
2017-02-14,194.5,197.779999,192.66000400000001,197.070007,196.61193799999998,311600
2017-02-15,196.860001,200.630005,196.110001,199.929993,199.465271,331700
2017-02-16,200.270004,201.16000400000001,196.800003,198.009995,197.54972800000002,226400
2017-02-17,196.169998,199.75,196.169998,198.429993,197.968765,325800
2017-02-21,200.429993,200.429993,196.880005,198.5,198.038589,647300
2017-02-22,198.41000400000001,200.979996,196.759995,200.41000400000001,199.944183,348600
2017-02-23,202.41000400000001,202.41000400000001,196.600006,199.820007,199.355545,562500
2017-02-24,201.0,207.78999299999998,190.070007,207.78999299999998,207.307007,1003900
2017-02-27,208.029999,208.830002,204.149994,208.229996,207.745987,481200
2017-02-28,207.779999,210.86999500000002,205.880005,210.86999500000002,210.379837,519700
2017-03-01,213.0,216.69999700000002,210.02999900000003,211.169998,210.679169,524200
2017-03-02,210.66000400000001,212.22000099999997,208.75,208.800003,208.314667,240200
2017-03-03,209.130005,213.02999900000003,207.059998,212.75999500000003,212.26547200000002,276200
2017-03-06,212.82000699999998,213.669998,209.179993,210.770004,210.28009,295900
2017-03-07,210.22000099999997,214.059998,209.74000499999997,211.30000299999998,210.80886800000002,394900
2017-03-08,210.57000699999998,212.289993,208.679993,209.130005,208.64389,287900
2017-03-09,209.16000400000001,212.41000400000001,208.71000700000002,209.380005,208.893326,261500
2017-03-10,211.020004,211.75,209.009995,211.289993,210.798874,247400
2017-03-13,211.80000299999998,213.24000499999997,210.0,212.74000499999997,212.24549900000002,506500
2017-03-14,212.80000299999998,213.88000499999998,209.550003,212.30000299999998,211.806534,276300
2017-03-15,213.00999500000003,215.350006,210.91000400000001,215.13000499999998,214.62995899999999,305100
2017-03-16,215.72000099999997,215.960007,211.479996,211.559998,211.06825299999997,335100
2017-03-17,211.66000400000001,212.669998,209.570007,211.289993,210.798874,464400
