Date,Open,High,Low,Close,Adj Close,Volume
2017-04-26,105.290001,105.389999,103.940002,104.019997,103.74707,8175100
2017-04-27,104.32,105.980003,103.589996,105.639999,105.36282299999999,7992500
2017-04-28,105.360001,105.639999,104.07,104.300003,104.026344,8677600
2017-05-01,104.739998,106.849998,104.449997,106.639999,106.360207,7693300
2017-05-02,105.550003,105.599998,102.559998,103.480003,103.208504,15749300
2017-05-03,103.199997,104.639999,102.599998,104.25,103.976479,8422600
2017-05-04,104.5,104.949997,103.529999,103.849998,103.577522,5244700
2017-05-05,103.379997,104.150002,102.75,103.860001,103.587502,5710700
2017-05-08,104.339996,104.400002,102.309998,102.769997,102.500351,9131000
2017-05-09,103.0,104.93,102.660004,102.940002,102.669922,21191800
2017-05-10,114.290001,121.82,114.019997,121.290001,120.971764,53227400
2017-05-11,120.050003,130.429993,119.910004,126.5,126.168098,48494800
2017-05-12,126.629997,129.600006,125.779999,127.889999,127.55444299999999,24065500
2017-05-15,129.559998,134.41000400000001,129.380005,134.309998,133.957596,27188500
2017-05-16,136.380005,137.440002,133.360001,136.809998,136.45103500000002,28017500
2017-05-17,134.100006,134.860001,127.550003,127.720001,127.38490300000001,31784200
2017-05-18,129.5,133.429993,127.050003,133.070007,132.720871,28900800
2017-05-19,137.029999,138.220001,135.220001,136.0,135.786026,25459300
2017-05-22,137.770004,139.479996,137.330002,138.899994,138.681473,20915200
2017-05-23,139.699997,139.78999299999998,135.71000700000002,137.029999,136.81440700000002,17031200
2017-05-24,140.96000700000002,141.070007,138.080002,138.570007,138.352005,20399900
2017-05-25,140.0,140.029999,136.440002,138.259995,138.04248,15205700
2017-05-26,137.929993,145.279999,137.110001,141.83999599999999,141.616837,19478500
2017-05-30,143.699997,146.28999299999998,143.050003,144.869995,144.64205900000002,24741300
2017-05-31,146.690002,147.0,142.050003,144.350006,144.122894,22182900
2017-06-01,144.990005,145.029999,142.520004,144.360001,144.132874,12583500
2017-06-02,144.240005,145.300003,143.399994,143.639999,143.414001,12186400
2017-06-05,142.979996,148.529999,142.509995,148.009995,147.77711499999998,20434400
2017-06-06,147.820007,149.690002,146.800003,147.33999599999999,147.10818500000002,18968200
2017-06-07,148.330002,149.880005,147.699997,149.119995,148.885376,15315300
2017-06-08,153.46000700000002,160.0,151.78999299999998,159.940002,159.68837,28579300
2017-06-09,164.740005,168.5,142.75,149.600006,149.36463899999998,92323200
2017-06-12,145.880005,151.699997,142.110001,149.970001,149.734039,42438300
2017-06-13,154.399994,154.770004,145.649994,151.399994,151.161789,41812600
2017-06-14,151.520004,154.059998,148.5,151.720001,151.481308,29616000
2017-06-15,146.96000700000002,153.600006,146.5,152.369995,152.13026399999998,24095600
2017-06-16,152.759995,154.699997,150.240005,151.619995,151.381439,23124000
2017-06-19,153.41000400000001,157.529999,153.259995,157.320007,157.072495,19454400
2017-06-20,159.029999,161.740005,156.919998,157.08999599999999,156.84285,27386100
2017-06-21,158.21000700000002,159.619995,155.699997,159.470001,159.219101,17066300
2017-06-22,159.800003,160.33999599999999,157.399994,158.369995,158.120834,11728300
2017-06-23,158.679993,159.320007,153.220001,153.830002,153.587982,27214700
2017-06-26,155.16000400000001,156.600006,148.330002,152.149994,151.91061399999998,26599000
2017-06-27,151.440002,151.78999299999998,146.350006,146.580002,146.34938,24987300
2017-06-28,149.320007,151.940002,145.75,151.75,151.511246,24873700
2017-06-29,150.600006,150.720001,144.080002,146.679993,146.449219,26610600
2017-06-30,147.380005,147.929993,143.5,144.559998,144.33255,18276500
2017-07-03,145.050003,145.649994,138.580002,139.330002,139.110794,17726800
2017-07-05,141.899994,144.220001,141.130005,143.050003,142.824936,20504700
2017-07-06,141.869995,145.380005,139.759995,143.479996,143.254257,18657100
2017-07-07,145.779999,147.5,144.850006,146.759995,146.529099,16374300
2017-07-10,149.740005,154.0,148.679993,153.699997,153.458176,23962300
2017-07-11,153.850006,156.190002,152.149994,155.880005,155.63476599999998,18948900
2017-07-12,158.300003,163.0,156.559998,162.509995,162.25431799999998,28630200
2017-07-13,163.0,166.300003,158.75,160.630005,160.377289,34228300
2017-07-14,161.28999299999998,165.009995,161.009995,164.949997,164.690475,23548700
2017-07-17,166.330002,167.5,161.75,164.25,163.991577,23269800
2017-07-18,161.779999,166.550003,161.300003,165.96000700000002,165.69889799999999,19416000
2017-07-19,166.330002,167.399994,164.610001,165.100006,164.840256,17176100
2017-07-20,165.929993,167.509995,163.91000400000001,167.5,167.23646499999998,17489900
2017-07-21,166.669998,169.300003,166.08999599999999,168.100006,167.835526,16208300
2017-07-24,168.389999,168.779999,165.720001,166.149994,165.888596,16313100
2017-07-25,165.220001,165.929993,163.580002,165.350006,165.08985900000002,12413900
2017-07-26,167.679993,169.929993,165.850006,167.259995,166.996841,16010100
2017-07-27,168.270004,168.740005,157.559998,161.740005,161.485535,19571400
2017-07-28,160.28999299999998,165.380005,159.279999,164.389999,164.131363,12833700
2017-07-31,164.940002,166.399994,160.619995,162.509995,162.25431799999998,13991800
2017-08-01,162.130005,164.559998,161.0,164.490005,164.231201,10784600
2017-08-02,165.75,165.91000400000001,161.270004,164.389999,164.131363,11961100
2017-08-03,164.369995,166.630005,163.679993,166.479996,166.21807900000002,11060500
2017-08-04,167.399994,170.070007,166.479996,167.21000700000002,166.946945,14727400
2017-08-07,168.389999,172.369995,168.0,172.350006,172.07884199999998,17935300
2017-08-08,173.889999,174.559998,168.71000700000002,170.300003,170.032059,18883400
2017-08-09,168.429993,172.21000700000002,167.669998,172.110001,171.839218,13269600
2017-08-10,172.16000400000001,172.66000400000001,164.330002,164.740005,164.48082,33202200
2017-08-11,157.139999,159.0,152.91000400000001,155.96000700000002,155.71463,37429900
2017-08-14,159.669998,168.550003,159.199997,168.399994,168.135056,31818000
2017-08-15,168.610001,169.669998,165.58999599999999,166.979996,166.717285,19113300
2017-08-16,167.58999599999999,168.53999299999998,163.83999599999999,165.149994,164.890152,14915800
2017-08-17,164.809998,165.5,161.380005,161.470001,161.215973,13136100
2017-08-18,163.669998,164.360001,159.639999,161.5,161.245911,15030100
2017-08-21,162.490005,162.949997,157.369995,159.149994,158.899597,15591800
2017-08-22,160.490005,162.78999299999998,159.71000700000002,162.550003,162.437149,11261400
2017-08-23,161.199997,166.25,160.850006,165.800003,165.684891,14488000
2017-08-24,167.100006,167.279999,164.119995,165.190002,165.07531699999998,11742500
2017-08-25,166.169998,166.580002,163.550003,163.809998,163.696274,8930000
2017-08-28,164.580002,165.100006,162.330002,164.970001,164.855469,9737400
2017-08-29,162.58999599999999,165.580002,162.259995,164.699997,164.585648,8102400
2017-08-30,165.5,166.130005,164.270004,165.679993,165.56497199999998,9610000
2017-08-31,166.5,169.600006,166.199997,169.440002,169.322357,15317100
2017-09-01,169.949997,171.899994,169.600006,170.46000700000002,170.34166000000002,11135800
2017-09-05,168.380005,168.580002,163.559998,165.91000400000001,165.794815,17384100
2017-09-06,167.240005,167.800003,164.399994,165.809998,165.694885,9941800
2017-09-07,166.490005,167.889999,164.949997,166.580002,166.464355,8821700
2017-09-08,166.110001,166.71000700000002,162.71000700000002,163.690002,163.576355,12471400
2017-09-11,165.53999299999998,169.429993,165.320007,169.0,168.88266000000002,14186100
2017-09-12,170.0,170.0,166.970001,169.610001,169.492249,10287200
2017-09-13,168.58999599999999,171.53999299999998,167.279999,170.369995,170.251709,14524000
2017-09-14,168.78999299999998,172.559998,167.800003,169.399994,169.282379,12842800
2017-09-15,172.860001,180.110001,172.649994,180.110001,179.984955,34119800
2017-09-18,185.139999,191.199997,184.860001,187.550003,187.41978500000002,42111500
2017-09-19,185.509995,189.850006,184.619995,187.350006,187.21993999999998,21857000
2017-09-20,187.5,189.419998,184.21000700000002,185.83999599999999,185.71096799999998,18123000
2017-09-21,181.639999,182.699997,177.610001,180.759995,180.634491,26890000
2017-09-22,180.300003,182.309998,178.600006,179.0,178.875732,12280800
2017-09-25,177.75,177.800003,170.16000400000001,171.0,170.88128700000001,21864500
2017-09-26,176.449997,178.679993,170.350006,171.96000700000002,171.840622,28140500
2017-09-27,175.619995,176.270004,172.75,175.729996,175.607986,17843000
2017-09-28,176.020004,176.179993,173.759995,175.679993,175.558029,10881100
2017-09-29,179.080002,179.729996,177.25,178.770004,178.64588899999998,15477300
2017-10-02,180.800003,181.979996,177.0,179.0,178.875732,12587000
2017-10-03,179.25,180.580002,177.580002,179.369995,179.245468,9758300
2017-10-04,179.619995,181.770004,178.139999,180.869995,180.744415,10696200
2017-10-05,181.860001,182.0,179.559998,180.770004,180.644501,10934100
2017-10-06,179.649994,181.83999599999999,179.0,181.300003,181.174133,7970000
2017-10-09,182.78999299999998,186.729996,182.029999,185.389999,185.261292,14087300
2017-10-10,191.429993,192.949997,187.259995,188.929993,188.79882800000001,24371900
2017-10-11,189.600006,191.0,187.740005,190.940002,190.807434,13237700
2017-10-12,191.080002,193.08999599999999,189.929993,191.029999,190.897369,13207300
2017-10-13,193.550003,195.0,191.649994,194.58999599999999,194.454895,15718200
2017-10-16,195.800003,198.050003,193.240005,197.929993,197.792572,14416000
2017-10-17,197.08999599999999,198.899994,196.350006,197.75,197.612701,11964900
2017-10-18,198.110001,198.139999,193.320007,197.580002,197.442825,14182900
2017-10-19,194.440002,198.0,192.449997,197.800003,197.662674,14269300
2017-10-20,198.490005,199.58999599999999,196.53999299999998,196.899994,196.76328999999998,11290500
2017-10-23,197.779999,198.850006,195.800003,196.619995,196.48349,10717400
2017-10-24,196.990005,198.75,195.940002,198.679993,198.542053,10181100
2017-10-25,197.080002,199.220001,191.169998,193.66000400000001,193.525543,20704000
2017-10-26,194.779999,196.16000400000001,193.809998,195.690002,195.554138,8068600
2017-10-27,197.800003,201.869995,196.75,201.860001,201.719849,14304800
2017-10-30,201.860001,206.08999599999999,201.220001,203.83999599999999,203.69847099999998,12601400
2017-10-31,205.130005,207.889999,204.899994,206.809998,206.666412,10297700
2017-11-01,209.350006,209.97000099999997,204.600006,207.199997,207.056137,12564400
2017-11-02,206.0,207.809998,203.649994,205.940002,205.797028,8557700
2017-11-03,207.199997,208.690002,205.33999599999999,208.690002,208.54512,8841000
2017-11-06,207.199997,209.979996,206.699997,209.630005,209.484467,9748600
2017-11-07,210.55000299999998,212.899994,210.059998,212.02999900000003,211.882797,10692500
2017-11-08,211.850006,212.0,207.240005,209.16000400000001,209.01478600000002,13074700
2017-11-09,205.270004,206.330002,200.369995,205.320007,205.17746,24464100
2017-11-10,213.080002,218.669998,211.63000499999998,216.13999900000002,215.989944,31331400
2017-11-13,216.13999900000002,217.169998,212.00999500000003,212.63000499999998,212.482376,14559400
2017-11-14,213.0,214.80000299999998,211.229996,214.17999300000002,214.031296,13232300
2017-11-15,211.94999700000002,212.0,207.800003,209.979996,209.83421299999998,12548700
2017-11-16,212.979996,214.19999700000002,211.25,211.61000099999998,211.46308900000002,11044200
2017-11-17,213.919998,215.350006,210.75,211.36000099999998,211.21325699999997,12891600
2017-11-20,211.99000499999997,214.57000699999998,210.5,214.080002,213.93136600000003,9902500
2017-11-21,215.690002,216.520004,214.399994,216.05000299999998,215.90000899999998,9979400
2017-11-22,217.0,217.0,213.61000099999998,214.92999300000002,214.92999300000002,8916000
2017-11-24,215.58999599999999,217.0,214.600006,216.960007,216.960007,4518800
2017-11-27,217.309998,217.36000099999998,214.00999500000003,214.13999900000002,214.13999900000002,10572400
2017-11-28,214.350006,214.729996,208.240005,210.710007,210.710007,12818800
2017-11-29,210.00999500000003,210.11999500000002,191.229996,196.419998,196.419998,34919700
2017-11-30,199.199997,202.679993,196.649994,200.71000700000002,200.71000700000002,20594200
2017-12-01,199.309998,200.130005,192.470001,197.679993,197.679993,20288700
2017-12-04,200.050003,200.300003,184.5,186.66000400000001,186.66000400000001,31021100
2017-12-05,182.399994,192.699997,180.580002,187.740005,187.740005,24537200
2017-12-06,185.699997,190.139999,184.83999599999999,189.259995,189.259995,11675800
2017-12-07,191.96000700000002,193.600006,190.119995,191.990005,191.990005,13565000
2017-12-08,194.009995,194.779999,191.149994,191.490005,191.490005,11671900
2017-12-11,192.059998,194.779999,191.419998,194.66000400000001,194.66000400000001,9318700
2017-12-12,192.899994,193.83999599999999,189.889999,190.83999599999999,190.83999599999999,11375400
2017-12-13,192.5,192.550003,185.880005,186.179993,186.179993,13857000
2017-12-14,185.919998,189.33999599999999,184.600006,186.470001,186.470001,10954100
2017-12-15,188.25,192.380005,185.619995,191.559998,191.559998,16750900
2017-12-18,193.199997,198.020004,192.0,197.899994,197.899994,11942600
2017-12-19,197.520004,197.729996,194.96000700000002,196.110001,196.110001,9327500
2017-12-20,197.699997,198.070007,194.550003,196.800003,196.800003,7220500
2017-12-21,196.940002,197.949997,195.550003,195.889999,195.889999,7522600
2017-12-22,194.399994,195.649994,191.25,195.270004,195.270004,11656900
2017-12-26,193.029999,197.75,191.820007,197.440002,197.440002,8877000
2017-12-27,196.899994,199.970001,196.309998,197.169998,197.169998,8237200
2017-12-28,198.130005,199.380005,197.149994,197.399994,197.399994,6006200
2017-12-29,198.46000700000002,198.46000700000002,193.5,193.5,193.5,6999100
2018-01-02,195.779999,199.5,194.5,199.350006,199.350006,8890400
2018-01-03,204.100006,213.69999700000002,203.75,212.47000099999997,212.47000099999997,22867600
2018-01-04,215.75999500000003,218.05000299999998,212.690002,213.58999599999999,213.58999599999999,14581700
2018-01-05,214.190002,216.91000400000001,211.080002,215.399994,215.399994,14503100
2018-01-08,220.399994,225.0,218.580002,222.0,222.0,22030400
2018-01-09,222.22000099999997,223.82000699999998,218.63999900000002,221.940002,221.940002,12425000
2018-01-10,218.19999700000002,223.82000699999998,216.0,223.67999300000002,223.67999300000002,14566600
2018-01-11,225.0,226.270004,223.210007,224.080002,224.080002,10150800
2018-01-12,223.600006,224.99000499999997,221.33999599999999,222.979996,222.979996,8997900
2018-01-16,224.05000299999998,227.50999500000003,216.690002,220.11000099999998,220.11000099999998,17558700
2018-01-17,220.69999700000002,225.11999500000002,216.899994,224.72000099999997,224.72000099999997,13460200
2018-01-18,223.940002,226.63999900000002,222.67999300000002,224.440002,224.440002,10215800
2018-01-19,228.08999599999999,231.08999599999999,227.0,230.11000099999998,230.11000099999998,15234500
2018-01-22,230.42999300000002,233.75999500000003,228.100006,233.690002,233.690002,13773600
2018-01-23,235.850006,239.830002,235.100006,238.91000400000001,238.91000400000001,11880700
2018-01-24,239.039993,240.49000499999997,233.55000299999998,235.80000299999998,235.80000299999998,14499300
2018-01-25,238.0,239.75,235.75,236.350006,236.350006,10247100
2018-01-26,238.11999500000002,243.33999599999999,237.600006,243.330002,243.330002,12908900
2018-01-29,242.74000499999997,248.11000099999998,240.61000099999998,246.850006,246.850006,11377900
2018-01-30,241.11000099999998,246.419998,238.41000400000001,242.72000099999997,242.72000099999997,14270800
2018-01-31,245.770004,249.270004,244.44999700000002,245.80000299999998,245.80000299999998,11964400
2018-02-01,238.520004,246.899994,238.059998,240.5,240.5,12980600
2018-02-02,237.0,237.97000099999997,231.169998,233.520004,233.520004,17961600
2018-02-05,227.0,233.229996,205.0,213.69999700000002,213.69999700000002,29130100
2018-02-06,204.399994,225.69999700000002,204.0,225.580002,225.580002,27870000
2018-02-07,229.580002,234.97000099999997,226.69999700000002,228.80000299999998,228.80000299999998,20073300
2018-02-08,233.88000499999998,235.22000099999997,217.50999500000003,217.520004,217.520004,28600000
2018-02-09,238.25,238.88999900000002,217.520004,232.080002,232.080002,41865100
2018-02-12,235.36000099999998,235.479996,225.02999900000003,228.02999900000003,228.02999900000003,27329300
2018-02-13,226.559998,234.5,225.25,232.63000499999998,232.63000499999998,15638100
2018-02-14,231.0,242.58999599999999,230.55000299999998,241.419998,241.419998,18624700
2018-02-15,244.789993,248.36999500000002,241.520004,246.5,246.5,17472500
2018-02-16,245.399994,250.0,243.47000099999997,243.83999599999999,243.83999599999999,15906300
2018-02-20,244.75,251.86500499999997,244.67999300000002,251.19999700000002,251.19999700000002,9400427
