Date,Open,High,Low,Close,Adj Close,Volume
2017-01-31,133.869995,135.559998,133.479996,135.229996,133.43185400000002,32945000
2017-02-01,136.220001,136.869995,134.699997,135.149994,133.352905,30010500
2017-02-02,135.300003,135.669998,134.490005,134.809998,133.017441,19935700
2017-02-03,135.990005,136.979996,135.509995,136.869995,135.050049,24534100
2017-02-06,136.399994,136.779999,135.429993,135.83999599999999,134.033737,23691500
2017-02-07,135.820007,136.470001,134.770004,135.240005,133.44172700000001,30342200
2017-02-08,135.240005,135.240005,133.889999,135.0,133.204926,32956900
2017-02-09,135.0,137.25,135.0,136.899994,135.079651,28267600
2017-02-10,137.78999299999998,138.369995,137.199997,137.940002,136.10582,27287600
2017-02-13,138.770004,139.21000700000002,138.08999599999999,138.300003,136.461029,23245100
2017-02-14,137.940002,138.949997,137.610001,138.759995,136.914932,26348100
2017-02-15,138.190002,139.770004,138.070007,139.58999599999999,137.733887,20253500
2017-02-16,139.46000700000002,139.83999599999999,138.21000700000002,139.199997,137.34906,24613600
2017-02-17,138.449997,139.16000400000001,138.25,139.110001,137.260269,26703200
2017-02-21,139.380005,140.320007,139.380005,140.199997,138.33577,21353500
2017-02-22,140.0,140.020004,139.25,139.580002,137.72401399999998,14890800
2017-02-23,139.96000700000002,140.009995,137.690002,138.75,136.90506000000002,24596200
2017-02-24,137.46000700000002,138.649994,137.300003,138.649994,136.80638100000002,24512300
2017-02-27,138.33999599999999,140.0,138.21000700000002,140.0,138.138428,28269000
2017-02-28,139.380005,139.479996,137.759995,137.83999599999999,136.007141,40184100
2017-03-01,139.649994,140.860001,139.520004,140.360001,138.493652,35719800
2017-03-02,140.330002,140.360001,138.639999,138.75,136.90506000000002,25937000
2017-03-03,138.800003,139.419998,137.880005,138.649994,136.80638100000002,30989800
2017-03-06,137.779999,137.970001,136.990005,137.699997,135.869003,23892100
2017-03-07,137.399994,137.740005,136.610001,136.800003,134.98100300000002,29711300
2017-03-08,137.279999,137.619995,135.779999,135.899994,134.092941,34115100
2017-03-09,135.830002,136.490005,134.889999,135.360001,133.560135,35223800
2017-03-10,136.28999299999998,136.309998,134.83999599999999,135.96000700000002,134.152176,39516600
2017-03-13,135.649994,136.78999299999998,135.649994,136.279999,134.46788,21295000
2017-03-14,135.75,135.830002,134.559998,135.630005,133.826553,30037800
2017-03-15,136.28999299999998,138.020004,135.970001,137.729996,135.898605,31230400
